start,end,start_lat,start_long,end_lat,end_long,cost
N1,E5,39.2195,-3.3631,38.9603,-67.7183,0.56
N2,E5,39.2195,-3.3631,33.6701,-79.1441,0.58
N3,E5,39.2195,-3.3631,21.3022,-90.1044,0.09
N4,E5,39.2195,-3.3631,31.8968,-103.4019,0.34
N5,E5,39.2195,-3.3631,53.2547,-124.4917,0.81
N6,E5,39.2195,-3.3631,54.6989,-129.2372,0.55
N7,E5,39.2195,-3.3631,62.1652,-153.9344,0.82
N8,E5,39.2195,-3.3631,24.2271,-157.2241,0.87
N9,E5,39.2195,-3.3631,22.5729,-105.1789,0.82
N10,E5,39.2195,-3.3631,59.0741,136.9953,0.66
S1,E5,39.2195,-3.3631,8.9915,-67.2331,0.57
S2,E5,39.2195,-3.3631,-5.1621,-42.1811,0.34
S3,E5,39.2195,-3.3631,-21.3756,-49.9622,0.23
S4,E5,39.2195,-3.3631,-43.7592,-65.5599,0.7
S5,E5,39.2195,-3.3631,-35.8045,-71.5364,0.21
S6,E5,39.2195,-3.3631,-6.9267,-75.2371,0.71
S7,E5,39.2195,-3.3631,7.6532,-76.2382,0.96
S8,E5,39.2195,-3.3631,-32.5658,-52.7961,0.73
E1,E5,39.2195,-3.3631,47.4901,14.1276,0.15
E2,E5,39.2195,-3.3631,54.9682,27.7502,0.47
E3,E5,39.2195,-3.3631,58.8052,15.9729,0.91
E4,E5,39.2195,-3.3631,50.0536,2.4377,0.38
E6,E5,39.2195,-3.3631,35.9945,9.5282,0.2
E7,E5,39.2195,-3.3631,44.9363,26.0808,0.3
E8,E5,39.2195,-3.3631,69.8863,-27.0051,0.95
E9,E5,39.2195,-3.3631,66.0731,-40.7161,0.47
E10,E5,39.2195,-3.3631,69.7711,22.6141,0.74
E11,E5,39.2195,-3.3631,64.3111,-17.1125,0.72
M1,E5,39.2195,-3.3631,29.9007,25.0417,0.44
M2,E5,39.2195,-3.3631,20.0666,35.6046,0.34
M3,E5,39.2195,-3.3631,17.4034,45.7999,0.54
M4,E5,39.2195,-3.3631,-2.0396,38.0496,0.68
M5,E5,39.2195,-3.3631,-21.8787,33.8308,0.94
M6,E5,39.2195,-3.3631,-32.6365,23.2839,0.27
M7,E5,39.2195,-3.3631,2.0002,13.0886,0.7
M8,E5,39.2195,-3.3631,10.2101,-7.1261,0.84
M9,E5,39.2195,-3.3631,21.0261,-8.708,0.86
M10,E5,39.2195,-3.3631,30.8108,-4.4894,0.87
M11,E5,39.2195,-3.3631,-10.6827,14.1675,0.88
M12,E5,39.2195,-3.3631,-11.5451,40.3679,0.14
M13,E5,39.2195,-3.3631,9.7734,49.8601,0.79
K1,E5,39.2195,-3.3631,23.8158,53.8859,0.31
K2,E5,39.2195,-3.3631,-19.8441,46.3005,0.93
K3,E5,39.2195,-3.3631,26.7254,36.3249,0.68
K4,E5,39.2195,-3.3631,25.4625,63.0436,0.07
K5,E5,39.2195,-3.3631,30.4292,48.9811,0.6
A1,E5,39.2195,-3.3631,44.7861,142.4796,0.66
A2,E5,39.2195,-3.3631,41.8452,129.8234,0.53
A3,E5,39.2195,-3.3631,38.3505,117.5187,0.04
A4,E5,39.2195,-3.3631,26.3621,103.8708,0.77
A5,E5,39.2195,-3.3631,20.2081,103.6321,0.68
A6,E5,39.2195,-3.3631,12.3081,80.0773,0.57
A7,E5,39.2195,-3.3631,19.2389,73.3796,0.49
A8,E5,39.2195,-3.3631,50.8332,140.3611,0.79
A9,E5,39.2195,-3.3631,16.4459,95.0096,0.21
A10,E5,39.2195,-3.3631,21.7588,88.1451,0.52
A11,E5,39.2195,-3.3631,15.2623,120.4979,0.15
A12,E5,39.2195,-3.3631,6.8166,125.2493,0.81
A13,E5,39.2195,-3.3631,-4.4128,144.0525,0.33
A14,E5,39.2195,-3.3631,31.1841,130.6932,0.03
Z1,E5,39.2195,-3.3631,-21.5409,147.7123,0.02
Z2,E5,39.2195,-3.3631,-29.5135,152.1351,0.17
Z3,E5,39.2195,-3.3631,-37.0957,142.2138,0.66
Z4,E5,39.2195,-3.3631,-45.0244,168.6218,0.76
Z5,E5,39.2195,-3.3631,-31.9787,117.1119,0.54
Z6,E5,39.2195,-3.3631,-22.1268,115.4265,0.36
Z7,E5,39.2195,-3.3631,-12.7481,133.5319,0.92
N1,E6,35.9945,9.5282,38.9603,-67.7183,0.01
N2,E6,35.9945,9.5282,33.6701,-79.1441,0.9
N3,E6,35.9945,9.5282,21.3022,-90.1044,0.97
N4,E6,35.9945,9.5282,31.8968,-103.4019,0.69
N5,E6,35.9945,9.5282,53.2547,-124.4917,0.58
N6,E6,35.9945,9.5282,54.6989,-129.2372,0.34
N7,E6,35.9945,9.5282,62.1652,-153.9344,0.59
N8,E6,35.9945,9.5282,24.2271,-157.2241,0.1
N9,E6,35.9945,9.5282,22.5729,-105.1789,0.85
N10,E6,35.9945,9.5282,59.0741,136.9953,0.58
S1,E6,35.9945,9.5282,8.9915,-67.2331,0.32
S2,E6,35.9945,9.5282,-5.1621,-42.1811,0.11
S3,E6,35.9945,9.5282,-21.3756,-49.9622,0.63
S4,E6,35.9945,9.5282,-43.7592,-65.5599,0.29
S5,E6,35.9945,9.5282,-35.8045,-71.5364,0.71
S6,E6,35.9945,9.5282,-6.9267,-75.2371,0.16
S7,E6,35.9945,9.5282,7.6532,-76.2382,0.44
S8,E6,35.9945,9.5282,-32.5658,-52.7961,0.2
E1,E6,35.9945,9.5282,47.4901,14.1276,0.33
E2,E6,35.9945,9.5282,54.9682,27.7502,0.5
E3,E6,35.9945,9.5282,58.8052,15.9729,0.89
E4,E6,35.9945,9.5282,50.0536,2.4377,0.7
E5,E6,35.9945,9.5282,39.2195,-3.3631,0.04
E7,E6,35.9945,9.5282,44.9363,26.0808,0.1
E8,E6,35.9945,9.5282,69.8863,-27.0051,0.45
E9,E6,35.9945,9.5282,66.0731,-40.7161,0.16
E10,E6,35.9945,9.5282,69.7711,22.6141,0.45
E11,E6,35.9945,9.5282,64.3111,-17.1125,0.77
M1,E6,35.9945,9.5282,29.9007,25.0417,0.63
M2,E6,35.9945,9.5282,20.0666,35.6046,0.72
M3,E6,35.9945,9.5282,17.4034,45.7999,0.14
M4,E6,35.9945,9.5282,-2.0396,38.0496,0.72
M5,E6,35.9945,9.5282,-21.8787,33.8308,0.48
M6,E6,35.9945,9.5282,-32.6365,23.2839,0.19
M7,E6,35.9945,9.5282,2.0002,13.0886,0.15
M8,E6,35.9945,9.5282,10.2101,-7.1261,0.9
M9,E6,35.9945,9.5282,21.0261,-8.708,0.12
M10,E6,35.9945,9.5282,30.8108,-4.4894,0.88
M11,E6,35.9945,9.5282,-10.6827,14.1675,0.17
M12,E6,35.9945,9.5282,-11.5451,40.3679,0.7
M13,E6,35.9945,9.5282,9.7734,49.8601,0.31
K1,E6,35.9945,9.5282,23.8158,53.8859,0.75
K2,E6,35.9945,9.5282,-19.8441,46.3005,0.09
K3,E6,35.9945,9.5282,26.7254,36.3249,0.65
K4,E6,35.9945,9.5282,25.4625,63.0436,0.98
K5,E6,35.9945,9.5282,30.4292,48.9811,0.46
A1,E6,35.9945,9.5282,44.7861,142.4796,0.94
A2,E6,35.9945,9.5282,41.8452,129.8234,0.97
A3,E6,35.9945,9.5282,38.3505,117.5187,0.57
A4,E6,35.9945,9.5282,26.3621,103.8708,0.93
A5,E6,35.9945,9.5282,20.2081,103.6321,0.5
A6,E6,35.9945,9.5282,12.3081,80.0773,0.24
A7,E6,35.9945,9.5282,19.2389,73.3796,0.55
A8,E6,35.9945,9.5282,50.8332,140.3611,0.22
A9,E6,35.9945,9.5282,16.4459,95.0096,0.69
A10,E6,35.9945,9.5282,21.7588,88.1451,0.32
A11,E6,35.9945,9.5282,15.2623,120.4979,0.69
A12,E6,35.9945,9.5282,6.8166,125.2493,0.02
A13,E6,35.9945,9.5282,-4.4128,144.0525,0.78
A14,E6,35.9945,9.5282,31.1841,130.6932,0.35
Z1,E6,35.9945,9.5282,-21.5409,147.7123,0.45
Z2,E6,35.9945,9.5282,-29.5135,152.1351,0.35
Z3,E6,35.9945,9.5282,-37.0957,142.2138,0.21
Z4,E6,35.9945,9.5282,-45.0244,168.6218,0.02
Z5,E6,35.9945,9.5282,-31.9787,117.1119,0.3
Z6,E6,35.9945,9.5282,-22.1268,115.4265,0.36
Z7,E6,35.9945,9.5282,-12.7481,133.5319,0.36
N1,E7,44.9363,26.0808,38.9603,-67.7183,0.27
N2,E7,44.9363,26.0808,33.6701,-79.1441,0.27
N3,E7,44.9363,26.0808,21.3022,-90.1044,0.93
N4,E7,44.9363,26.0808,31.8968,-103.4019,0.55
N5,E7,44.9363,26.0808,53.2547,-124.4917,0.99
N6,E7,44.9363,26.0808,54.6989,-129.2372,0.86
N7,E7,44.9363,26.0808,62.1652,-153.9344,0.26
N8,E7,44.9363,26.0808,24.2271,-157.2241,0.03
N9,E7,44.9363,26.0808,22.5729,-105.1789,0.59
N10,E7,44.9363,26.0808,59.0741,136.9953,0.86
S1,E7,44.9363,26.0808,8.9915,-67.2331,0.16
S2,E7,44.9363,26.0808,-5.1621,-42.1811,0.93
S3,E7,44.9363,26.0808,-21.3756,-49.9622,0.85
S4,E7,44.9363,26.0808,-43.7592,-65.5599,0.68
S5,E7,44.9363,26.0808,-35.8045,-71.5364,0.26
S6,E7,44.9363,26.0808,-6.9267,-75.2371,0.79
S7,E7,44.9363,26.0808,7.6532,-76.2382,0.5
S8,E7,44.9363,26.0808,-32.5658,-52.7961,0.2
E1,E7,44.9363,26.0808,47.4901,14.1276,0.45
E2,E7,44.9363,26.0808,54.9682,27.7502,0.8
E3,E7,44.9363,26.0808,58.8052,15.9729,0.99
E4,E7,44.9363,26.0808,50.0536,2.4377,0.52
E5,E7,44.9363,26.0808,39.2195,-3.3631,0.95
E6,E7,44.9363,26.0808,35.9945,9.5282,0.09
E8,E7,44.9363,26.0808,69.8863,-27.0051,0.83
E9,E7,44.9363,26.0808,66.0731,-40.7161,0.51
E10,E7,44.9363,26.0808,69.7711,22.6141,0.1
E11,E7,44.9363,26.0808,64.3111,-17.1125,1
M1,E7,44.9363,26.0808,29.9007,25.0417,0.41
M2,E7,44.9363,26.0808,20.0666,35.6046,0.7
M3,E7,44.9363,26.0808,17.4034,45.7999,0.65
M4,E7,44.9363,26.0808,-2.0396,38.0496,0.85
M5,E7,44.9363,26.0808,-21.8787,33.8308,0.14
M6,E7,44.9363,26.0808,-32.6365,23.2839,0.41
M7,E7,44.9363,26.0808,2.0002,13.0886,0.44
M8,E7,44.9363,26.0808,10.2101,-7.1261,0.79
M9,E7,44.9363,26.0808,21.0261,-8.708,0.23
M10,E7,44.9363,26.0808,30.8108,-4.4894,0.45
M11,E7,44.9363,26.0808,-10.6827,14.1675,0.41
M12,E7,44.9363,26.0808,-11.5451,40.3679,0.1
M13,E7,44.9363,26.0808,9.7734,49.8601,0.03
K1,E7,44.9363,26.0808,23.8158,53.8859,0.99
K2,E7,44.9363,26.0808,-19.8441,46.3005,0.7
K3,E7,44.9363,26.0808,26.7254,36.3249,0.84
K4,E7,44.9363,26.0808,25.4625,63.0436,0.51
K5,E7,44.9363,26.0808,30.4292,48.9811,0.25
A1,E7,44.9363,26.0808,44.7861,142.4796,0.64
A2,E7,44.9363,26.0808,41.8452,129.8234,0.29
A3,E7,44.9363,26.0808,38.3505,117.5187,0.81
A4,E7,44.9363,26.0808,26.3621,103.8708,0.92
A5,E7,44.9363,26.0808,20.2081,103.6321,0.7
A6,E7,44.9363,26.0808,12.3081,80.0773,0.09
A7,E7,44.9363,26.0808,19.2389,73.3796,0.31
A8,E7,44.9363,26.0808,50.8332,140.3611,0.61
A9,E7,44.9363,26.0808,16.4459,95.0096,0.13
A10,E7,44.9363,26.0808,21.7588,88.1451,0.65
A11,E7,44.9363,26.0808,15.2623,120.4979,0.89
A12,E7,44.9363,26.0808,6.8166,125.2493,0.33
A13,E7,44.9363,26.0808,-4.4128,144.0525,0.42
A14,E7,44.9363,26.0808,31.1841,130.6932,0.1
Z1,E7,44.9363,26.0808,-21.5409,147.7123,0.33
Z2,E7,44.9363,26.0808,-29.5135,152.1351,0.88
Z3,E7,44.9363,26.0808,-37.0957,142.2138,0.13
Z4,E7,44.9363,26.0808,-45.0244,168.6218,0.32
Z5,E7,44.9363,26.0808,-31.9787,117.1119,0.26
Z6,E7,44.9363,26.0808,-22.1268,115.4265,0.21
Z7,E7,44.9363,26.0808,-12.7481,133.5319,0.62
N1,E8,69.8863,-27.0051,38.9603,-67.7183,0.2
N2,E8,69.8863,-27.0051,33.6701,-79.1441,0.83
N3,E8,69.8863,-27.0051,21.3022,-90.1044,0.32
N4,E8,69.8863,-27.0051,31.8968,-103.4019,0.62
N5,E8,69.8863,-27.0051,53.2547,-124.4917,0.77
N6,E8,69.8863,-27.0051,54.6989,-129.2372,0.9
N7,E8,69.8863,-27.0051,62.1652,-153.9344,0.66
N8,E8,69.8863,-27.0051,24.2271,-157.2241,0.17
N9,E8,69.8863,-27.0051,22.5729,-105.1789,0.43
N10,E8,69.8863,-27.0051,59.0741,136.9953,0.08
S1,E8,69.8863,-27.0051,8.9915,-67.2331,0.7
S2,E8,69.8863,-27.0051,-5.1621,-42.1811,0.24
S3,E8,69.8863,-27.0051,-21.3756,-49.9622,0.87
S4,E8,69.8863,-27.0051,-43.7592,-65.5599,0.94
S5,E8,69.8863,-27.0051,-35.8045,-71.5364,0.95
S6,E8,69.8863,-27.0051,-6.9267,-75.2371,0.13
S7,E8,69.8863,-27.0051,7.6532,-76.2382,0.03
S8,E8,69.8863,-27.0051,-32.5658,-52.7961,0.85
E1,E8,69.8863,-27.0051,47.4901,14.1276,0.69
E2,E8,69.8863,-27.0051,54.9682,27.7502,0.67
E3,E8,69.8863,-27.0051,58.8052,15.9729,0.59
E4,E8,69.8863,-27.0051,50.0536,2.4377,0.91
E5,E8,69.8863,-27.0051,39.2195,-3.3631,0.42
E6,E8,69.8863,-27.0051,35.9945,9.5282,0.18
E7,E8,69.8863,-27.0051,44.9363,26.0808,0.92
E9,E8,69.8863,-27.0051,66.0731,-40.7161,0.49
E10,E8,69.8863,-27.0051,69.7711,22.6141,0.78
E11,E8,69.8863,-27.0051,64.3111,-17.1125,0.84
M1,E8,69.8863,-27.0051,29.9007,25.0417,0.5
M2,E8,69.8863,-27.0051,20.0666,35.6046,0.37
M3,E8,69.8863,-27.0051,17.4034,45.7999,0.31
M4,E8,69.8863,-27.0051,-2.0396,38.0496,0.06
M5,E8,69.8863,-27.0051,-21.8787,33.8308,0.66
M6,E8,69.8863,-27.0051,-32.6365,23.2839,0.06
M7,E8,69.8863,-27.0051,2.0002,13.0886,0.02
M8,E8,69.8863,-27.0051,10.2101,-7.1261,0.27
M9,E8,69.8863,-27.0051,21.0261,-8.708,0.06
M10,E8,69.8863,-27.0051,30.8108,-4.4894,0.73
M11,E8,69.8863,-27.0051,-10.6827,14.1675,0.03
M12,E8,69.8863,-27.0051,-11.5451,40.3679,0.35
M13,E8,69.8863,-27.0051,9.7734,49.8601,0.32
K1,E8,69.8863,-27.0051,23.8158,53.8859,0.62
K2,E8,69.8863,-27.0051,-19.8441,46.3005,0.05
K3,E8,69.8863,-27.0051,26.7254,36.3249,0.83
K4,E8,69.8863,-27.0051,25.4625,63.0436,0.24
K5,E8,69.8863,-27.0051,30.4292,48.9811,0.15
A1,E8,69.8863,-27.0051,44.7861,142.4796,0.37
A2,E8,69.8863,-27.0051,41.8452,129.8234,0.43
A3,E8,69.8863,-27.0051,38.3505,117.5187,0.97
A4,E8,69.8863,-27.0051,26.3621,103.8708,0.92
A5,E8,69.8863,-27.0051,20.2081,103.6321,0.53
A6,E8,69.8863,-27.0051,12.3081,80.0773,0.61
A7,E8,69.8863,-27.0051,19.2389,73.3796,0.59
A8,E8,69.8863,-27.0051,50.8332,140.3611,0.82
A9,E8,69.8863,-27.0051,16.4459,95.0096,0.22
A10,E8,69.8863,-27.0051,21.7588,88.1451,0.72
A11,E8,69.8863,-27.0051,15.2623,120.4979,0.14
A12,E8,69.8863,-27.0051,6.8166,125.2493,0.51
A13,E8,69.8863,-27.0051,-4.4128,144.0525,0.95
A14,E8,69.8863,-27.0051,31.1841,130.6932,0.76
Z1,E8,69.8863,-27.0051,-21.5409,147.7123,0.64
Z2,E8,69.8863,-27.0051,-29.5135,152.1351,0.79
Z3,E8,69.8863,-27.0051,-37.0957,142.2138,0.61
Z4,E8,69.8863,-27.0051,-45.0244,168.6218,0.82
Z5,E8,69.8863,-27.0051,-31.9787,117.1119,0.98
Z6,E8,69.8863,-27.0051,-22.1268,115.4265,0.21
Z7,E8,69.8863,-27.0051,-12.7481,133.5319,0.33
N1,E9,66.0731,-40.7161,38.9603,-67.7183,0.7
N2,E9,66.0731,-40.7161,33.6701,-79.1441,0.86
N3,E9,66.0731,-40.7161,21.3022,-90.1044,0.73
N4,E9,66.0731,-40.7161,31.8968,-103.4019,0.19
N5,E9,66.0731,-40.7161,53.2547,-124.4917,0.81
N6,E9,66.0731,-40.7161,54.6989,-129.2372,0.56
N7,E9,66.0731,-40.7161,62.1652,-153.9344,0.7
N8,E9,66.0731,-40.7161,24.2271,-157.2241,0.51
N9,E9,66.0731,-40.7161,22.5729,-105.1789,0.12
N10,E9,66.0731,-40.7161,59.0741,136.9953,0.31
S1,E9,66.0731,-40.7161,8.9915,-67.2331,0.03
S2,E9,66.0731,-40.7161,-5.1621,-42.1811,0.37
S3,E9,66.0731,-40.7161,-21.3756,-49.9622,0.23
S4,E9,66.0731,-40.7161,-43.7592,-65.5599,0.69
S5,E9,66.0731,-40.7161,-35.8045,-71.5364,0.51
S6,E9,66.0731,-40.7161,-6.9267,-75.2371,0.17
S7,E9,66.0731,-40.7161,7.6532,-76.2382,0.88
S8,E9,66.0731,-40.7161,-32.5658,-52.7961,0.51
E1,E9,66.0731,-40.7161,47.4901,14.1276,0.75
E2,E9,66.0731,-40.7161,54.9682,27.7502,0.16
E3,E9,66.0731,-40.7161,58.8052,15.9729,0.7
E4,E9,66.0731,-40.7161,50.0536,2.4377,0.39
E5,E9,66.0731,-40.7161,39.2195,-3.3631,0.22
E6,E9,66.0731,-40.7161,35.9945,9.5282,0.85
E7,E9,66.0731,-40.7161,44.9363,26.0808,0.85
E8,E9,66.0731,-40.7161,69.8863,-27.0051,0.73
E10,E9,66.0731,-40.7161,69.7711,22.6141,0.2
E11,E9,66.0731,-40.7161,64.3111,-17.1125,0.82
M1,E9,66.0731,-40.7161,29.9007,25.0417,0.45
M2,E9,66.0731,-40.7161,20.0666,35.6046,0.43
M3,E9,66.0731,-40.7161,17.4034,45.7999,0.33
M4,E9,66.0731,-40.7161,-2.0396,38.0496,0.18
M5,E9,66.0731,-40.7161,-21.8787,33.8308,0.01
M6,E9,66.0731,-40.7161,-32.6365,23.2839,0.66
M7,E9,66.0731,-40.7161,2.0002,13.0886,0.55
M8,E9,66.0731,-40.7161,10.2101,-7.1261,0.92
M9,E9,66.0731,-40.7161,21.0261,-8.708,0.96
M10,E9,66.0731,-40.7161,30.8108,-4.4894,0.81
M11,E9,66.0731,-40.7161,-10.6827,14.1675,0.78
M12,E9,66.0731,-40.7161,-11.5451,40.3679,0.27
M13,E9,66.0731,-40.7161,9.7734,49.8601,0.92
K1,E9,66.0731,-40.7161,23.8158,53.8859,0.23
K2,E9,66.0731,-40.7161,-19.8441,46.3005,0.8
K3,E9,66.0731,-40.7161,26.7254,36.3249,0.5
K4,E9,66.0731,-40.7161,25.4625,63.0436,0.23
K5,E9,66.0731,-40.7161,30.4292,48.9811,0.24
A1,E9,66.0731,-40.7161,44.7861,142.4796,0.8
A2,E9,66.0731,-40.7161,41.8452,129.8234,0.79
A3,E9,66.0731,-40.7161,38.3505,117.5187,0.6
A4,E9,66.0731,-40.7161,26.3621,103.8708,0.61
A5,E9,66.0731,-40.7161,20.2081,103.6321,0.98
A6,E9,66.0731,-40.7161,12.3081,80.0773,0.49
A7,E9,66.0731,-40.7161,19.2389,73.3796,0.08
A8,E9,66.0731,-40.7161,50.8332,140.3611,0.95
A9,E9,66.0731,-40.7161,16.4459,95.0096,0.21
A10,E9,66.0731,-40.7161,21.7588,88.1451,0.44
A11,E9,66.0731,-40.7161,15.2623,120.4979,0.16
A12,E9,66.0731,-40.7161,6.8166,125.2493,0.51
A13,E9,66.0731,-40.7161,-4.4128,144.0525,0.77
A14,E9,66.0731,-40.7161,31.1841,130.6932,0.28
Z1,E9,66.0731,-40.7161,-21.5409,147.7123,0.73
Z2,E9,66.0731,-40.7161,-29.5135,152.1351,0.76
Z3,E9,66.0731,-40.7161,-37.0957,142.2138,0.62
Z4,E9,66.0731,-40.7161,-45.0244,168.6218,0.89
Z5,E9,66.0731,-40.7161,-31.9787,117.1119,0.63
Z6,E9,66.0731,-40.7161,-22.1268,115.4265,0.91
Z7,E9,66.0731,-40.7161,-12.7481,133.5319,0.38
N1,E10,69.7711,22.6141,38.9603,-67.7183,0.71
N2,E10,69.7711,22.6141,33.6701,-79.1441,0.61
N3,E10,69.7711,22.6141,21.3022,-90.1044,0.25
N4,E10,69.7711,22.6141,31.8968,-103.4019,0.81
N5,E10,69.7711,22.6141,53.2547,-124.4917,0.15
N6,E10,69.7711,22.6141,54.6989,-129.2372,0.11
N7,E10,69.7711,22.6141,62.1652,-153.9344,0.86
N8,E10,69.7711,22.6141,24.2271,-157.2241,0.75
N9,E10,69.7711,22.6141,22.5729,-105.1789,0.74
N10,E10,69.7711,22.6141,59.0741,136.9953,0.15
S1,E10,69.7711,22.6141,8.9915,-67.2331,0.95
S2,E10,69.7711,22.6141,-5.1621,-42.1811,0.62
S3,E10,69.7711,22.6141,-21.3756,-49.9622,0.73
S4,E10,69.7711,22.6141,-43.7592,-65.5599,0.77
S5,E10,69.7711,22.6141,-35.8045,-71.5364,0.78
S6,E10,69.7711,22.6141,-6.9267,-75.2371,0.5
S7,E10,69.7711,22.6141,7.6532,-76.2382,0.81
S8,E10,69.7711,22.6141,-32.5658,-52.7961,0.82
E1,E10,69.7711,22.6141,47.4901,14.1276,0.46
E2,E10,69.7711,22.6141,54.9682,27.7502,0.77
E3,E10,69.7711,22.6141,58.8052,15.9729,0.68
E4,E10,69.7711,22.6141,50.0536,2.4377,0.73
E5,E10,69.7711,22.6141,39.2195,-3.3631,0.39
E6,E10,69.7711,22.6141,35.9945,9.5282,0.26
E7,E10,69.7711,22.6141,44.9363,26.0808,0.05
E8,E10,69.7711,22.6141,69.8863,-27.0051,0.94
E9,E10,69.7711,22.6141,66.0731,-40.7161,0.82
E11,E10,69.7711,22.6141,64.3111,-17.1125,0.25
M1,E10,69.7711,22.6141,29.9007,25.0417,0.54
M2,E10,69.7711,22.6141,20.0666,35.6046,0.72
M3,E10,69.7711,22.6141,17.4034,45.7999,0.22
M4,E10,69.7711,22.6141,-2.0396,38.0496,0.34
M5,E10,69.7711,22.6141,-21.8787,33.8308,0.99
M6,E10,69.7711,22.6141,-32.6365,23.2839,0.37
M7,E10,69.7711,22.6141,2.0002,13.0886,0.16
M8,E10,69.7711,22.6141,10.2101,-7.1261,0.38
M9,E10,69.7711,22.6141,21.0261,-8.708,0.89
M10,E10,69.7711,22.6141,30.8108,-4.4894,0.14
M11,E10,69.7711,22.6141,-10.6827,14.1675,0.75
M12,E10,69.7711,22.6141,-11.5451,40.3679,0.87
M13,E10,69.7711,22.6141,9.7734,49.8601,0.94
K1,E10,69.7711,22.6141,23.8158,53.8859,0.16
K2,E10,69.7711,22.6141,-19.8441,46.3005,0.7
K3,E10,69.7711,22.6141,26.7254,36.3249,0.46
K4,E10,69.7711,22.6141,25.4625,63.0436,0.05
K5,E10,69.7711,22.6141,30.4292,48.9811,0.18
A1,E10,69.7711,22.6141,44.7861,142.4796,0.57
A2,E10,69.7711,22.6141,41.8452,129.8234,0.39
A3,E10,69.7711,22.6141,38.3505,117.5187,0.14
A4,E10,69.7711,22.6141,26.3621,103.8708,0.62
A5,E10,69.7711,22.6141,20.2081,103.6321,0.06
A6,E10,69.7711,22.6141,12.3081,80.0773,0.98
A7,E10,69.7711,22.6141,19.2389,73.3796,0.21
A8,E10,69.7711,22.6141,50.8332,140.3611,0.16
A9,E10,69.7711,22.6141,16.4459,95.0096,0.92
A10,E10,69.7711,22.6141,21.7588,88.1451,0.69
A11,E10,69.7711,22.6141,15.2623,120.4979,0.31
A12,E10,69.7711,22.6141,6.8166,125.2493,0.17
A13,E10,69.7711,22.6141,-4.4128,144.0525,0.57
A14,E10,69.7711,22.6141,31.1841,130.6932,0.29
Z1,E10,69.7711,22.6141,-21.5409,147.7123,0.82
Z2,E10,69.7711,22.6141,-29.5135,152.1351,0.89
Z3,E10,69.7711,22.6141,-37.0957,142.2138,0.02
Z4,E10,69.7711,22.6141,-45.0244,168.6218,0.22
Z5,E10,69.7711,22.6141,-31.9787,117.1119,0.91
Z6,E10,69.7711,22.6141,-22.1268,115.4265,0.23
Z7,E10,69.7711,22.6141,-12.7481,133.5319,0.85
N1,E11,64.3111,-17.1125,38.9603,-67.7183,0.7
N2,E11,64.3111,-17.1125,33.6701,-79.1441,0.88
N3,E11,64.3111,-17.1125,21.3022,-90.1044,0.12
N4,E11,64.3111,-17.1125,31.8968,-103.4019,0.3
N5,E11,64.3111,-17.1125,53.2547,-124.4917,0.05
N6,E11,64.3111,-17.1125,54.6989,-129.2372,1
N7,E11,64.3111,-17.1125,62.1652,-153.9344,0.86
N8,E11,64.3111,-17.1125,24.2271,-157.2241,0.31
N9,E11,64.3111,-17.1125,22.5729,-105.1789,0.34
N10,E11,64.3111,-17.1125,59.0741,136.9953,0.82
S1,E11,64.3111,-17.1125,8.9915,-67.2331,0.25
S2,E11,64.3111,-17.1125,-5.1621,-42.1811,0.33
S3,E11,64.3111,-17.1125,-21.3756,-49.9622,0.4
S4,E11,64.3111,-17.1125,-43.7592,-65.5599,0.36
S5,E11,64.3111,-17.1125,-35.8045,-71.5364,0.54
S6,E11,64.3111,-17.1125,-6.9267,-75.2371,0.26
S7,E11,64.3111,-17.1125,7.6532,-76.2382,0.27
S8,E11,64.3111,-17.1125,-32.5658,-52.7961,0.84
E1,E11,64.3111,-17.1125,47.4901,14.1276,0.42
E2,E11,64.3111,-17.1125,54.9682,27.7502,0.39
E3,E11,64.3111,-17.1125,58.8052,15.9729,0.05
E4,E11,64.3111,-17.1125,50.0536,2.4377,0.42
E5,E11,64.3111,-17.1125,39.2195,-3.3631,0.12
E6,E11,64.3111,-17.1125,35.9945,9.5282,0.99
E7,E11,64.3111,-17.1125,44.9363,26.0808,0.83
E8,E11,64.3111,-17.1125,69.8863,-27.0051,0.76
E9,E11,64.3111,-17.1125,66.0731,-40.7161,0.85
E10,E11,64.3111,-17.1125,69.7711,22.6141,0.77
M1,E11,64.3111,-17.1125,29.9007,25.0417,0.88
M2,E11,64.3111,-17.1125,20.0666,35.6046,0.95
M3,E11,64.3111,-17.1125,17.4034,45.7999,0.51
M4,E11,64.3111,-17.1125,-2.0396,38.0496,0.74
M5,E11,64.3111,-17.1125,-21.8787,33.8308,0.81
M6,E11,64.3111,-17.1125,-32.6365,23.2839,0.57
M7,E11,64.3111,-17.1125,2.0002,13.0886,0.47
M8,E11,64.3111,-17.1125,10.2101,-7.1261,0.1
M9,E11,64.3111,-17.1125,21.0261,-8.708,0.22
M10,E11,64.3111,-17.1125,30.8108,-4.4894,0.02
M11,E11,64.3111,-17.1125,-10.6827,14.1675,0.5
M12,E11,64.3111,-17.1125,-11.5451,40.3679,0.06
M13,E11,64.3111,-17.1125,9.7734,49.8601,0.7
K1,E11,64.3111,-17.1125,23.8158,53.8859,0.07
K2,E11,64.3111,-17.1125,-19.8441,46.3005,0.83
K3,E11,64.3111,-17.1125,26.7254,36.3249,0.42
